Brand,Model,Year,Miles(k miles),Registration,Control,Fuel,Location,Price(£),EngineSize,Doors,Emission,ModelFull
Audi,A4,2016.0,200,2016 (66 reg),Auto,Diesel,Bradford ,7799,2.0,5,,TDI 190 S Line S Tronic
Audi,A4,2020.0,159,2020 (70 reg),Auto,Diesel,Keighley ,9989,2.0,4,Euro 6 (s/s),TDI 35 Sport S Tronic
Audi,A3,2014.0,205,2014 (14 reg),Manual,Diesel,Bradford ,4250,2.0,5,,(K) - TDI 184 S Line
Nissan,ARIYA,2025.0,18,2025 (25 reg),Auto,Electric,Bradford ,50000,,5,,320kW Nismo 87kWh 22kWCh e-4ORCE Auto Electric Hatchback
Land Rover,Range Rover Sport,2018.0,23,2018 (68 reg),Auto,Petrol,Keighley ,54989,5.0,5,,P575 V8 SVR Auto 4WD (s/s)
Mercedes-Benz,S-Class,2004.0,48,2004 (4 reg),Auto,Petrol,Skipton ,6995,,2,,SL 350 Tip Auto
Mercedes-Benz,SL,2002.0,85,2002 (52 reg),Auto,Petrol,Keighley ,6989,5.0,2,,SL500
Kia,EV6,2021.0,28,2021 (71 reg),Auto,Electric,Halifax ,21990,7.4,5,,166kW GT Line S 7kWh Auto
Toyota,RAV4,2012.0,125,2012 (62 reg),Auto,Diesel,Dukinfield ,4995,2.2,5,Euro 5,D-CAT SR SUV Diesel Auto 4WD (150 ps)
Ford,Fiesta,2016.0,107,2016 (66 reg),Manual,Petrol,Batley ,2995,1.2,3,,5 82 Zetec
BMW,1 Series,2022.0,38,2022 (22 reg),Manual,Petrol,Dewsbury ,10995,,5,,118i [136] SE [Live Cockpit Professional]
Citroen,Other,2025.0,4,2025 (25 reg),Auto,Electric,Keighley ,18995,7.4,5,,44kWh PLUS Auto (kW Charger)
Porsche,911,,22,2020 (69 reg),Auto,Petrol,York ,86989,3.0,2,Euro 6 (s/s),- 992 Carrera 4 PDK 4WD
Kia,Sportage,2017.0,87,2017 (66 reg),Manual,Diesel,Bradford ,7000,1.7,5,Euro 6 (s/s),CRDi 3 SUV Diesel Manual (114 bhp)
Daimler,Double Six,1996.0,22,1996 (N),Auto,Petrol,Halifax ,12995,6.0,4,,(N) - V12 Auto [LWB]
Volkswagen,up!,2025.0,41,2014 (63 reg),Auto,Petrol,oldham ,5399,1.0,5,Euro 5,Move up! ASG
Porsche,718 Boxster,2018.0,73,2018 (68 reg),Auto,Petrol,Rochdale ,29979,2.0,2,Euro 6 (s/s),PDK
Nissan,Juke,2011.0,75,2011 (61 reg),Manual,Petrol,Liversedge ,2995,1.6,5,,- Acenta
Mercedes-Benz,E-Class,2010.0,109,2010 (60 reg),Auto,Diesel,Mexborough ,4795,,4,,E350 CDI BlueEFF [265] Avantgarde Tip Auto
Nissan,Juke,,101,2014 (63 reg),Manual,Diesel,Leeds ,3295,1.5,5,Euro 5 (s/s),- dCi 8v Visia
Ford,Ka+,2018.0,70,2018 (68 reg),Manual,Petrol,Rotherham ,5290,1.2,5,Euro 6 (s/s),Ti-VCT Zetec
Mazda,Mazda5,2013.0,85,2013 (13 reg),Manual,Diesel,Sheffield ,3889,1.6,5,Euro 5,d Venture
BMW,M3,2018.0,38,2018 (18 reg),Auto,Petrol,Rochdale ,28995,3.0,4,Euro 6 (s/s),BiTurbo Competition Saloon Petrol DCT (450 ps)
BMW,2 Series,2016.0,60,2016 (65 reg),Auto,Petrol,Sheffield ,6890,,5,,218i SE Step Auto
BMW,1 Series,2015.0,133,2015 (15 reg),Auto,Petrol,Heckmondwike ,9195,3.0,3,Euro 6 (s/s),M135i Auto
Renault,Captur,2016.0,22,2016 (66 reg),Auto,Diesel,Sheffield ,6990,1.5,5,,dCi 90 Dynamique Nav Auto
Honda,Civic,2010.0,75,2010 (60 reg),Manual,Petrol,Dewsbury ,1999,1.8,5,,i-VTEC SE
Porsche,911,,43,2016 (65 reg),Auto,Petrol,"Wetherby, Thorp Arch Estate ",84710,3.8,2,Euro 6 (s/s),- 991 Turbo S PDK 4WD
BMW,6 Series,2007.0,144,2007 (7 reg),Auto,Petrol,Bradford ,3599,,2,,- 2007 630i Sport CONVERTIBLE Auto SAT NAV FULL LEATHER FULL SERVICE HISTORY
Vauxhall,Meriva,2012.0,121,2012 (12 reg),Manual,Diesel,Sheffield ,1995,1.7,5,,CDTi 16V [130] Exclusiv
Ford,Fiesta,2013.0,129,2013 (63 reg),Manual,Diesel,Rochdale ,2995,1.6,3,Euro 5 (s/s),TDCi ECOnetic Zetec Hatchback Diesel Manual (95 ps)
Mazda,Mazda2,2019.0,19,2019 (69 reg),Auto,Petrol,Rochdale ,12150,1.5,5,Euro 6 (s/s),SKYACTIV-G SE-L Nav+ Hatchback Petrol Auto (90 ps) Low
BMW,3 Series,2012.0,138,2012 (12 reg),Auto,Diesel,Huddersfield ,4990,3.2,5,,[204] M Sport Step Auto / Xenons / iDrive / Space Grey / E91.
Volkswagen,ID4,2025.0,10,2025 (25 reg),Auto,Electric,Oldham ,39490,,5,,- Pro 77kWh Match Auto
Toyota,Vellfire,2014.0,109,2014 (14 reg),Auto,Petrol,Keighley West ,9989,2.4,5,,- Z Edition 4WD Auto 7S
BMW,2 Series,2016.0,94,2016 (16 reg),Auto,Diesel,Manchester ,5995,2.2,2,,Convertible Automatic £35 Tax 12 Mot
Fiat,500,2012.0,81,2012 (62 reg),Manual,Petrol,Keighley ,1989,1.2,3,Euro 4,Pop
MINI,Hatch,2012.0,117,2012 (62 reg),Manual,Diesel,Wakefield ,2495,1.6,3,Euro 5 (s/s),Cooper D
Vauxhall,Insignia,2018.0,80,2018 (18 reg),Auto,Diesel,DEWSBURY ,6991,1.6,5,,Turbo D [136] SRi Nav Auto
Citroen,C4,2013.0,105,2013 (13 reg),Manual,Diesel,Leeds ,2000,1.6,5,Euro 5,HDi VTR+
MINI,Paceman,2014.0,110,2014 (64 reg),Manual,Petrol,Goole ,3795,1.6,2,,- Cooper Paceman
Peugeot,207,2008.0,75,2008 (8 reg),Manual,Petrol,Bradford ,1495,1.6,2,,16V GT
Land Rover,Range Rover Sport,2015.0,120,2006 (55 reg),Auto,Diesel,Leeds ,3995,2.7,5,,TDV6 HSE Auto
Land Rover,Range Rover,,91,2018 (67 reg),Auto,Diesel,York ,33489,3.0,5,Euro 6 (s/s),- SD V6 Autobiography Auto 4WD
MINI,Paceman,2013.0,100,2013 (13 reg),Manual,Diesel,Bradford ,3995,1.6,3,,Cooper D ALL4
Volkswagen,ID4,2025.0,10,2025 (25 reg),Auto,Electric,Oldham ,39490,,5,,- Pro 77kWh Match Auto
Volkswagen,ID4,2025.0,10,2025 (25 reg),Auto,Electric,Oldham ,39490,,5,,- Pro 77kWh Match Auto
Volkswagen,ID4,2025.0,10,2025 (25 reg),Auto,Electric,Oldham ,39490,,5,,- Pro 77kWh Match Auto
Nissan,Elgrand,2012.0,62,2012 (62 reg),Auto,Petrol,Keighley West ,7989,3.5,5,,- V6 Premium Highway Star 4WD CVT X-Tronic
Honda,HR-V,2016.0,33,2016 (66 reg),Auto,Petrol,Leeds ,9995,1.5,5,,i-VTEC EX CVT
Volkswagen,Phaeton,2007.0,158,2007 (56 reg),Auto,Diesel,Ecclesfield ,1400,3.0,4,,TDI V6 4MOTION (5 Seats)
Mazda,Mazda2,2013.0,86,2013 (13 reg),Manual,Petrol,Sheffield ,3495,1.3,5,Euro 5,Tamura
Audi,Q5,2019.0,80,2019 (68 reg),Auto,Diesel,Oldham ,17949,2.0,5,Euro 6 (s/s),TDI 40 S line SUV Diesel S Tronic quattro (190 ps)
Land Rover,Range Rover,2024.0,5,2024 (74 reg),Auto,Petrol,Boroughbridge ,209995,4.4,5,Euro 6 (s/s),P615 V8 SV Auto 4WD
Hyundai,i10,2013.0,33,2013 (13 reg),Manual,Petrol,Dewsbury ,2499,1.2,5,,Classic
Fiat,500,2013.0,75,2013 (13 reg),Manual,Petrol,Keighley ,1989,1.2,3,Euro 4,Pop
Vauxhall,Corsa,2014.0,43,2014 (64 reg),Manual,Petrol,Wakefield ,3795,1.4,5,Euro 5,16V SE
Skoda,Fabia,2016.0,83,2016 (65 reg),Manual,Petrol,Sheffield ,2995,1.0,5,,MPI 60 S
Hyundai,KONA,,32,2020 (69 reg),Manual,Petrol,Sheffield ,10950,1.0,5,Euro 6 (s/s),- T-GDi Play
Vauxhall,Viva,2015.0,75,2015 (65 reg),Manual,Petrol,Brighouse ,2995,1.0,5,,SE [A/C]
Peugeot,308,2015.0,120,2015 (64 reg),Manual,Diesel,Bradford ,2145,1.6,5,,HDi 115 Allure
Porsche,911,2023.0,4,2023 (23 reg),Auto,Petrol,Boroughbridge ,244995,4.0,2,Euro 6 (s/s),992 GT3 RS PDK
BMW,3 Series,2001.0,125,2001 (Y),Auto,Petrol,Rochdale ,2000,,2,,(Y) - 320 Ci Auto
Toyota,RAV4,2007.0,110,2007 (7 reg),Manual,Petrol,KEIGHLEY ,1895,2.0,5,,VVT-i XT-R
Jaguar,XK8,2001.0,99,2001 (51 reg),Auto,Petrol,Leeds ,3995,4.0,2,,
Land Rover,Defender,2025.0,153,2025 (25 reg),Auto,Diesel,Halfway ,77995,3.0,3,Euro 6 (s/s),D250 MHEV X-Dynamic HSE SUV Diesel Auto 4WD (250 ps)
Mazda,Mazda2,2008.0,104,2008 (8 reg),Manual,Petrol,Wakefield ,1495,1.3,5,Euro 4,TS2
Toyota,Avensis,2016.0,94,2016 (16 reg),Manual,Diesel,Dalton Magna ,4595,1.6,4,,D Active
BMW,4 Series Gran Coupe,2019.0,76,2019 (19 reg),Auto,Petrol,Leeds ,13995,2.0,5,Euro 6 (s/s),420i GPF M Sport Auto
BMW,3 Series,2011.0,130,2011 (11 reg),Manual,Diesel,Rochdale ,1999,3.2,4,,EfficientDynamics
Volkswagen,ID4,2025.0,10,2025 (25 reg),Auto,Electric,Oldham ,40490,,5,,- Pro 77kWh Match Auto
Toyota,Camry,1998.0,119,1998 (S),Auto,Petrol,Bradford ,2999,2.2,4,,(S) - 16V Sport Auto
BMW,4 Series,2018.0,34,2018 (18 reg),Auto,Diesel,Sheffield ,13995,4.2,5,,[190] xDrive M Sport Auto [Prof Media]
Land Rover,Range Rover Evoque,2014.0,88,2014 (64 reg),Manual,Diesel,Bradford ,11500,2.2,5,Euro 5 (s/s),SD4 Pure Tech 4WD
Renault,Captur,2024.0,7,2024 (24 reg),Auto,Hybrid,Sheffield ,11495,1.6,5,,E-Tech full hybrid 145 Techno Auto
Audi,A3,2023.0,9,2023 (73 reg),Auto,Petrol,Leeds ,21850,,5,,35 TFSI Black Edition S Tronic CAT S - 73 REG
SEAT,Arona,2024.0,5,2024 (24 reg),Auto,Petrol,Manchester ,12491,1.0,5,,TSI 115 SE Technology DSG
Nissan,Juke,2024.0,880,2024 (24 reg),Auto,Petrol,HALIFAX ,15990,1.0,5,Euro 6 (s/s),DIG-T Tekna DCT Auto
Vauxhall,Zafira,2013.0,100,2013 (63 reg),Manual,Petrol,Sheffield ,1995,1.6,5,,i [115] Exclusiv
Peugeot,Partner Tepee,2012.0,115,2012 (61 reg),Manual,Diesel,Bradford ,2990,1.6,5,,HDi 112 Outdoor
BMW,3 Series,2018.0,60,2018 (18 reg),Auto,Diesel,Sheffield ,12995,3.2,5,,M Sport Shadow Edition Step Auto
Audi,TT,2017.0,47,2017 (17 reg),Manual,Petrol,Huddersfield ,11750,1.8,2,,FSI Black Edition / Roadster / B&O.
Ford,Focus,2009.0,187,2009 (58 reg),Manual,Petrol,Manchester ,499,1.8,5,,Style
Renault,Twingo,2016.0,60,2016 (16 reg),Manual,Petrol,Brighouse ,3995,1.0,5,,SCE Dynamique [Start Stop]
Mazda,MX-5,2002.0,69,2002 (2 reg),Manual,Petrol,Bradford ,3390,1.6,2,,
Volkswagen,T-Roc,2025.0,10,2025 (25 reg),Manual,Petrol,Oldham ,32990,1.0,2,Euro 6 (s/s),- TSI Style 2WD
MINI,Hatch,2016.0,70,2016 (16 reg),Manual,Diesel,Keighley ,5989,1.5,5,Euro 6 (s/s),Cooper D
Jaguar,I-Pace,2020.0,50,2020 (20 reg),Auto,Electric,Halifax ,13990,,5,,294kW EV400 S 90kWh Auto
Volkswagen,T-Roc,2025.0,10,2025 (25 reg),Auto,Petrol,Oldham ,32990,1.5,5,Euro 6 (s/s),- TSI Style Design DSG
SEAT,Leon,,97,2014 (63 reg),Auto,Petrol,Rotherham ,9490,2.0,5,Euro 6 (s/s),- TSI Cupra 280 DSG
BMW,3 Series,2019.0,37,1986 (C),Manual,Petrol,Rochdale ,39979,,4,,(C) - Bmw 325i E30 LHD M50 Engine
Toyota,Yaris,2014.0,36,2014 (63 reg),Auto,Petrol,Keighley ,5989,1.3,5,Euro 5,3 Dual VVT-i Icon Plus Multidrive S
Land Rover,Range Rover Velar,2018.0,49,2018 (68 reg),Auto,Diesel,Halifax ,17990,2.0,5,,D180 R-Dynamic SE Auto
Mercedes-Benz,GLC,2018.0,53,2018 (67 reg),Auto,Diesel,Ashton-under-Lyne ,19895,2.5,5,,- GLC 250d 4Matic AMG Line 9G-Tronic
Ford,Fiesta,2017.0,33,2017 (67 reg),Manual,Petrol,Oldham ,6944,1.0,5,EURO 6 (S/S),ECOBOOST TITANIUM HATCHBACK PETROL MANUAL (100 PS) NA
Audi,A4,2009.0,142,2009 (9 reg),Manual,Diesel,Wakefield ,2995,2.0,4,Euro 4,TDI Executive SE
Renault,Kangoo,2019.0,21,2019 (68 reg),Auto,Petrol,Leeds ,10985,1.2,,,- Auto [LOW MILES]
Toyota,Estima,2012.0,70,2012 (61 reg),Auto,Petrol,Oldham ,8490,2.4,5,,(FH) -
Volkswagen,Polo,2018.0,38,2018 (68 reg),Manual,Diesel,Huddersfield ,7450,1.6,5,Euro 6,TDI SE / Low Mileage / .
Suzuki,SX4,2014.0,59,2014 (64 reg),Manual,Petrol,Sheffield ,2495,1.6,5,,SZ5 4X4
Fiat,Panda,2009.0,58,2009 (58 reg),Manual,Petrol,Leeds ,2000,1.2,5,,Eleganza
Fiat,Panda,2014.0,90,2014 (14 reg),Manual,Petrol,Brighouse ,2995,1.2,5,,Easy
Vauxhall,Insignia,2017.0,10,2017 (17 reg),Manual,Petrol,Manchester ,7995,1.5,5,,"ecoTec Design Nav Rare 10,000 miles only Full Dealer Service History"
Vauxhall,Corsa,2014.0,131,2014 (14 reg),Manual,Petrol,Heckmondwike ,1850,1.2,5,,Design [AC]
Ford,Focus,2017.0,50,2017 (66 reg),Manual,Petrol,Leeds ,7895,1.0,5,,EcoBoost 125 ST-Line
Jaguar,XF,2013.0,120,2013 (13 reg),Auto,Diesel,Keighley ,4489,2.2,4,,d [200] Premium Luxury Auto
Tesla,Model 3,2020.0,25,2020 (70 reg),Auto,Electric,Bradford ,14999,,4,,Performance AWD [Performance Upgrade] Auto
Renault,Clio,2010.0,97,2010 (10 reg),Manual,Diesel,Leeds ,1995,1.5,5,Euro 4,dCi I-Music Sport Tourer
Peugeot,2008,2017.0,69,2017 (66 reg),Manual,Petrol,Manchester ,4291,1.2,5,,PureTech Active
Ford,Fiesta,2012.0,76,2012 (62 reg),Manual,Petrol,Brighouse ,2995,1.6,5,,Titanium
Honda,Jazz,2017.0,18,2017 (17 reg),Manual,Petrol,Dewsbury ,6495,1.3,5,,S
Volkswagen,Tiguan,2013.0,142,2013 (63 reg),Manual,Diesel,Bradford ,2990,2.0,5,,- TDi BlueMotion Tech Match [2WD]
Volkswagen,Passat,2016.0,100,2016 (66 reg),Auto,Diesel,Keighley ,6489,2.0,4,Euro 6 (s/s),TDI BlueMotion Tech SE Business DSG
DS,Automobiles DS 3 Cabrio,2016.0,49,2016 (66 reg),Manual,Diesel,Keighley ,4789,1.6,2,,BlueHDi Elegance Cabriolet (s/s)
Hyundai,i10,2016.0,34,2016 (66 reg),Manual,Petrol,Sheffield ,4450,1.2,5,,SE
Renault,Clio,2011.0,68,2011 (11 reg),Manual,Petrol,Leeds ,1950,1.2,5,,16V Dynamique TomTom
Land Rover,Range Rover Sport,2009.0,114,2009 (9 reg),Auto,Diesel,Bradford ,7990,3.6,5,,TD V8 HSE
Ford,Fiesta,2012.0,139,2012 (12 reg),Manual,Petrol,Cleckheaton ,1495,1.2,5,,5 Zetec [82]
Peugeot,108,2017.0,57,2017 (17 reg),Manual,Petrol,Rotherham ,2790,1.0,5,,Active
Porsche,911,2022.0,2,2022 (72 reg),Manual,Petrol,Boroughbridge ,278495,3.7,2,Euro 6 (s/s),992 Sport Classic
Skoda,Fabia,2016.0,79,2016 (16 reg),Manual,Petrol,Sheffield ,5750,1.2,5,,TSI Monte Carlo
Vauxhall,Corsa,2018.0,66,2018 (18 reg),Manual,Petrol,Manchester ,3390,1.4,3,,[75] Energy [AC]
Volkswagen,up!,2012.0,81,2012 (12 reg),Manual,Petrol,Rotherham ,1998,1.0,3,,Move Up
Volkswagen,Tiguan Allspace,2018.0,46,2018 (68 reg),Auto,Diesel,Sheffield ,14990,2.0,5,,TDI 4Motion SE Nav DSG
Mercedes-Benz,C-Class,2019.0,13,2019 (68 reg),Auto,Petrol,Keighley ,29989,4.0,4,Euro 6 (s/s),C63 V8 BiTurbo AMG (Premium) SpdS MCT
MINI,Hatch,2015.0,58,2015 (15 reg),Manual,Petrol,Oldham ,4544,1.2,3,EURO 6,ONE 3d 102 BHP MANUAL S/S HATCHBACK
Hyundai,i10,2010.0,89,2010 (60 reg),Manual,Petrol,Leeds ,1695,1.1,5,Euro 4,Edition
Vauxhall,Astra,2017.0,18,2017 (17 reg),Manual,Diesel,Leeds ,5595,1.6,5,,CDTi 16V SRi
Ford,Fiesta,,39,2014 (63 reg),Auto,Petrol,Bradford ,7495,1.0,5,Euro 5,- EcoBoost Zetec Powershift
Mercedes-Benz,C-Class,2019.0,42,2019 (68 reg),Auto,Petrol,Doncaster ,12295,1.5,4,Euro 6 (s/s),C200 MHEV EQ Boost AMG Line Saloon Petrol G-Tronic+ (1
Renault,Twizy,2017.0,4,2017 (67 reg),Auto,Electric,OLDHAM ,6995,,2,,- Expression
BMW,4 Series,2018.0,74,2018 (18 reg),Auto,Diesel,Halifax ,10350,4.3,2,,M Sport Auto [Professional Media]
BMW,1 Series,2014.0,53,2014 (64 reg),Auto,Petrol,Bradford ,12490,3.0,3,Euro 6 (s/s),M135i Auto
Volkswagen,T-Roc,2025.0,10,2025 (25 reg),Auto,Petrol,Oldham ,34490,1.5,5,Euro 6 (s/s),- TSI R-Line DSG
Peugeot,207,2009.0,135,2009 (59 reg),Manual,Diesel,Leeds ,1495,1.4,3,,HDi S (a/c)
Toyota,AYGO,2012.0,62,2012 (62 reg),Auto,Petrol,Keighley ,6995,1.0,5,,VVT-i Ice MMT
Mazda,MX-5,2005.0,71,2005 (5 reg),Manual,Petrol,Sheffield ,1789,1.8,2,,Arctic Limited Edition
Volkswagen,up!,2016.0,23,2016 (66 reg),Manual,Petrol,Keighley ,4489,1.0,5,Euro 6,Move up!
Ford,Ka,2016.0,53,2016 (65 reg),Manual,Petrol,Dewsbury ,2595,1.2,3,,Zetec Black Edition
Audi,A3,2016.0,41,2016 (16 reg),Auto,Petrol,wakefield ,10490,,2,,S3 TFSI Quattro S Tronic
Audi,A3 Cabriolet,,20,2014 (63 reg),Manual,Petrol,Harrogate ,13989,1.8,2,Euro 6 (s/s),- TFSI S line
Ford,Fiesta,2011.0,92,2011 (11 reg),Manual,Petrol,Bradford ,1690,1.6,3,,Zetec S
Volkswagen,Golf,2021.0,24,2021 (21 reg),Manual,Petrol,Halifax ,11290,1.5,5,,TSI Life
Mercedes-Benz,C-Class,2017.0,68,2017 (66 reg),Auto,Diesel,Leeds ,11499,2.2,4,,C220d AMG Line Premium Plus Auto
Fiat,Panda,2012.0,70,2012 (62 reg),Manual,Petrol,Brighouse ,2495,0.9,5,,TwinAir [85] Lounge
Vauxhall,Corsa,2018.0,49,2018 (67 reg),Manual,Petrol,Leeds ,3500,1.4,5,,[75] SRi
Volkswagen,Golf,2018.0,39,2018 (18 reg),Manual,Petrol,Bradford ,7999,1.5,5,EURO 6,TSI EVO SE [Nav] ULEZ High spec Rev camera Virtual dash
Nissan,Juke,2020.0,38,2020 (69 reg),Manual,Petrol,Halifax ,8990,1.0,5,,DiG-T N-Connecta
Fiat,500,2023.0,400,2023 (72 reg),Manual,Petrol,Leeds ,7495,1.0,3,Euro 6 (s/s),MHEV Dolcevita
BMW,1 Series,2018.0,35,2018 (68 reg),Manual,Petrol,Dewsbury ,7500,1.5,3,,118i [] Sport [Nav/Servotronic]
BMW,M4,2016.0,41,2016 (16 reg),Auto,Petrol,Oldham ,25994,3.0,2,Euro 6 (s/s),BiTurbo DCT
Volkswagen,Scirocco,2015.0,83,2015 (65 reg),Auto,Diesel,Dewsbury ,5995,2.0,3,,TDi BlueMotion Tech GT DSG
Mitsubishi,ASX,2021.0,35,2021 (21 reg),Manual,Petrol,Halifax ,8850,2.0,5,,Exceed
Vauxhall,Corsa,2014.0,39,2014 (64 reg),Manual,Petrol,Keighley ,3289,1.2,5,,16V Limited Edition (A/C)
Vauxhall,Astra,2012.0,102,2012 (62 reg),Manual,Diesel,Sheffield ,1795,2.0,5,,CDTi 16V ecoFLEX Elite [165]
Renault,Clio,2018.0,68,2018 (67 reg),Manual,Petrol,Dewsbury ,3900,,5,,12 16V Dynamique Nav
Citroen,C4 Picasso,2008.0,118,2008 (58 reg),Manual,Diesel,Bradford ,792,1.6,5,,HDi 16V VTR Plus [5 Seat]
Nissan,Juke,2015.0,53,2015 (65 reg),Manual,Petrol,Keighley ,5989,1.6,5,Euro 6,DIG-T Nismo RS
Honda,Jazz,2014.0,49,2014 (63 reg),Manual,Petrol,Dewsbury ,2799,1.4,5,,2014 HONDA JAZZ i-VTEC ES PLUS 49K MILEAGE NEW M.O.T - BARGAIN PRICE
BMW,5 Series,2020.0,90,2020 (20 reg),Auto,Diesel,Oldham ,19949,3.0,5,Euro 6 (s/s),530d M Sport Touring Diesel Auto (265 ps)
Vauxhall,Mokka,2023.0,7,2023 (73 reg),Auto,Petrol,Dewsbury ,11750,1.2,5,,Turbo Ultimate Auto
Hyundai,IONIQ,2021.0,27,2021 (21 reg),Auto,Electric,Rochdale ,6995,,5,,100kW Premium 38kWh Auto
Hyundai,Ix35,2013.0,89,2013 (13 reg),Manual,Diesel,Bradford ,2999,1.7,5,,2013 CRDi Premium SAT NAV FULL LEATHER PAN ROOF
Suzuki,SX4,2010.0,71,2010 (10 reg),Manual,Petrol,Bradford ,1295,1.6,4,,GLX
Porsche,911,,10,2018 (67 reg),Auto,Petrol,Boroughbridge ,133995,4.0,2,Euro 6,- 991 GT3 PDK
Vauxhall,Astra,2014.0,52,2014 (14 reg),Manual,Petrol,Sheffield ,2850,1.4,5,,i 16V Excite
Rolls-Royce,Cullinan,2020.0,36,2020 (20 reg),Auto,Petrol,Bradford ,269990,6.7,5,Euro 6,5 V12 Black Badge Auto 4WD REVERE EDITION
MG,MG HS,,18,2023 (72 reg),Manual,Petrol,Doncaster ,15995,1.5,5,Euro 6 (s/s),- T-GDI Exclusive SUV Petrol Manual (162 ps)
Jaguar,XJS,1986.0,124,1986 (D),Auto,Petrol,Harrogate ,11495,,,,- V12 CABRIOLET
Audi,A5,2016.0,96,2016 (16 reg),Auto,Diesel,Dewsbury ,6995,2.0,5,,TDI 190 Black Ed Plus Multitronic [5st]
Lamborghini,Urus,2022.0,17,2022 (22 reg),Auto,Petrol,Huddersfield ,174995,4.0,5,,FSI V8 Auto
Vauxhall,Corsa,2014.0,124,2014 (64 reg),Manual,Diesel,Barnsley ,2195,1.3,5,,CDTi ecoFLEX Design [AC]
Mercedes-Benz,C-Class,,70,2017 (66 reg),Auto,Diesel,Harrogate ,14989,2.1,5,Euro 6 (s/s),- C250d AMG Line (Premium) G-Tronic+
Mercedes-Benz,GLC,2019.0,93,2019 (68 reg),Auto,Petrol,Leeds ,15480,2.0,5,Euro 6 (s/s),GLC250 Urban Edition G-Tronic+ 4MATIC
Ford,S-Max,2012.0,41,2012 (62 reg),Auto,Diesel,Keighley ,3989,2.0,5,,TDCi Zetec Powershift
Volkswagen,T-Roc,2025.0,10,2025 (25 reg),Auto,Petrol,Oldham ,35990,1.5,5,Euro 6 (s/s),- TSI Black Edition DSG
BMW,2 Series,2018.0,20,2018 (68 reg),Auto,Petrol,Dewsbury ,10495,,5,,220i Sport DCT
Renault,Clio,2019.0,46,2019 (19 reg),Manual,Petrol,Sheffield ,4250,0.9,5,,TCE 90 GT Line
Citroen,C1,2015.0,84,2015 (65 reg),Manual,Petrol,Sheffield ,2095,1.0,3,Euro 6,VTi Feel
Fiat,Punto,2013.0,79,2013 (13 reg),Manual,Petrol,Sheffield ,1195,1.4,3,Euro 5 (s/s),Easy Manual
Nissan,Leaf,2020.0,148,2020 (20 reg),Auto,Electric,Bradford ,6950,,5,,160kW e+ Tekna 62kWh Auto **LONDON PCO**LONG RANG
Vauxhall,Insignia,2016.0,178,2016 (16 reg),Manual,Diesel,Bradford ,2250,1.6,5,,CDTi ecoFLEX SE [Start Stop]
Ford,C-Max,2014.0,142,2014 (14 reg),Manual,Diesel,Bradford ,2995,1.6,5,,TDCi Zetec
Ssangyong,Korando,2015.0,64,2015 (15 reg),Manual,Diesel,Keighley ,3489,2.0,5,Euro 5,D SE4 4WD
Porsche,718 Cayman,2019.0,20,2019 (69 reg),Manual,Petrol,Oldham ,74949,4.0,2,Euro 6 (s/s),GT4 Coupe Petrol Manual (420 ps)
Fiat,Tipo,2019.0,24,2019 (19 reg),Manual,Petrol,Dewsbury ,6995,1.4,5,,T-Jet [120] Lounge
Ford,Focus,2015.0,101,2015 (15 reg),Manual,Petrol,Dewsbury ,3200,1.0,5,,EcoBoost 125 Zetec S
Audi,A3,2015.0,184,2015 (15 reg),Manual,Diesel,Bradford ,4495,2.0,5,,TDI Sport
Peugeot,207,2010.0,70,2010 (10 reg),Manual,Diesel,Brighouse ,2495,1.6,5,,HDi 110 Sport
Nissan,Juke,2013.0,162,2013 (13 reg),Manual,Diesel,Bradford ,1450,1.5,5,,dCi Acenta [Start Stop]
MG,MG S5,2025.0,434,2025 (25 reg),Auto,Electric,Barnsley ,24990,,5,,- 170kW Trophy EV Long Range 64kWh Auto
Nissan,Juke,2017.0,170,2017 (66 reg),Manual,Diesel,Huddersfield ,2500,1.5,5,,dCi Acenta / 1 Owner / FSH.
BMW,X5,2020.0,31,2020 (70 reg),Auto,Hybrid,Sheffield ,35990,,5,,xDrive45e M Sport Auto
Peugeot,207,2011.0,69,2011 (11 reg),Manual,Petrol,Sheffield ,1995,1.6,2,,VTi Sport
Toyota,AYGO,2016.0,73,2016 (65 reg),Manual,Petrol,Keighley ,5695,1.0,5,,VVT-i X-Pression
SEAT,Ibiza,2008.0,102,2008 (8 reg),Manual,Petrol,Bradford ,1790,1.2,3,,12v Freerider
Peugeot,508,2011.0,164,2011 (61 reg),Manual,Diesel,Rochdale ,1199,2.0,5,,HDi 140 Active
Citroen,C1,2013.0,115,2013 (13 reg),Manual,Petrol,Bradford ,1495,1.0,3,,i VTR
Audi,A3,2009.0,130,2009 (9 reg),Manual,Diesel,Bradford ,1295,2.0,5,,TDI Black Edition
Renault,Megane,2011.0,98,2011 (11 reg),Manual,Petrol,Bradford ,1850,1.6,5,Euro 5,16V Bizu
Volkswagen,up!,2015.0,59,2015 (65 reg),Auto,Not Supplied,Bradford ,6490,,,,HIGH UP!
Toyota,Carina II,1991.0,65,1991 (J),Manual,Petrol,Bradford ,3499,1.6,5,,(J) - XL
Mercedes-Benz,CLK,2008.0,133,2008 (57 reg),Auto,Petrol,Bradford ,2490,3.0,2,,CLK280 Sport 7G-Tronic
Audi,Q8,2019.0,30,2019 (69 reg),Auto,Diesel,Sheffield ,41480,,5,,- 50 TDI Quattro S Line Tiptronic
